id,dataset,population_id,unique_identifier,plot,previous_generation,line,genealogy,pedigree,rep,treatment,block,row,col,trial,env,ADAPT,DF,DPM,FeSEED,FLCOL,GH,MEHA,MT2H,PHI,PLHA,POM,POM_corrected,PSC,seed_weight_PHI,SW100,SCP,SDBR,SSC,SSZ,total_weight_PHI,TSW,YDHA,YDHPL,ZnSEED,col_f,row_f
10440,Pal18A_irr,65,18ACA01023.000,1023,17ACA02505.000,DAB_925,0,SAB725xKATB1,R2,T23,B12,12,37,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,14.2,14.2,NA,NA,55,NA,NA,NA,NA,NA,430.91,NA,4299.078837,NA,31,12
10441,Pal18A_irr,65,18ACA01024.000,1024,15ACC05995.000,DAA_205,SA26918-2CF2-(CM)C-3C-(CM)C,(DAB  494 x DAB  317) x (DAB  295 x DAB  525),R2,T367,B12,12,38,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.31,13.7,NA,NA,5,NA,NA,NA,NA,NA,13.61,NA,NA,NA,32,12
10809,Pal18A_irr,65,18ACA01392.000,1392,17ACC01745.000,DAA_076,SA  26739-(M)CF2-1C-(CM)C-(M)C,DAB  494 x DAB  317,R3,T304,B11,12,45,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,15.2,15.2,NA,NA,51,NA,NA,NA,NA,NA,458.13,NA,2075.550622,NA,33,12
10808,Pal18A_irr,65,18ACA01391.000,1391,17ACA02593.000,DAB_396,0,(CAL143xSAB620)XSAB626,R3,T35,B11,12,46,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,12.5,12.5,NA,NA,47,NA,NA,NA,NA,NA,462.66,NA,3810.668605,NA,34,12
10807,Pal18A_irr,65,18ACA01390.000,1390,17ACC02051.000,DAA_071,AS  17573-5C F2-(CM)C-1C-(CM)C-(M)C,DAB  489 X (SAB  659xSAA   17),R3,T242,B11,12,47,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,13.6,13.6,NA,NA,63,NA,NA,NA,NA,NA,399.16,NA,2434.743389,NA,35,12
10806,Pal18A_irr,65,18ACA01389.000,1389,17ACC01773.000,DAA_040,AS  17542-7C F2-(CM)C-3C-(CM)C-(M)C,(SAB  659xSAA   20) X (SAP    1-16xDAB  555),R3,T223,B11,12,48,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,15.1,15.1,NA,NA,56,NA,NA,NA,NA,NA,417.3,NA,1842.989871,NA,36,12
10805,Pal18A_irr,65,18ACA01388.000,1388,15ACC06010.000,DAA_184,SA26923-23CF2-(CM)C-2C-(CM)C,(DAB  295 x DAB  302) x (DAB  494 x DAB  525),R3,T348,B11,12,49,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,14.1,14.1,NA,NA,50,NA,NA,NA,NA,NA,467.2,NA,3051.217174,NA,37,12
10804,Pal18A_irr,65,18ACA01387.000,1387,17ACA02929.000,LPA_512,0,SAB675x(SUG47xBRB25)x(SUG47xUSA77),R3,T86,B11,12,50,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,15.2,15.2,NA,NA,53,NA,NA,NA,NA,NA,430.91,NA,3009.689225,NA,38,12
10803,Pal18A_irr,65,18ACA01386.000,1386,15ACC05976.000,DAA_193,SA26906-17CF2-(CM)C-4C-(CM)C,(DAB  295 x DAB  525) x (DAB  494 x DAB  317),R3,T357,B11,12,51,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,13.6,13.6,NA,NA,60,NA,NA,NA,NA,NA,358.34,NA,2660.91907,NA,39,12
10802,Pal18A_irr,65,18ACA01385.000,1385,17ACC01583.000,NDZ_007,NA  26679-13C F2-(CM)C-4C-(CM)C-(M)C,(NUA357 x MAZ21) x DAB525,R3,T256,B11,12,52,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,14.4,14.4,NA,NA,55,NA,NA,NA,NA,NA,485.34,NA,2219.568724,NA,40,12
10801,Pal18A_irr,65,18ACA01384.000,1384,17ACC01991.000,DAA_069,AS  17570-5C F2-(CM)C-1C-(CM)C-(M)C,(SAP    1-15xSAB  659) X DAB  441,R3,T233,B12,12,53,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,13.2,13.2,NA,NA,60,NA,NA,NA,NA,NA,526.17,NA,2507.805078,NA,41,12
10800,Pal18A_irr,65,18ACA01383.000,1383,17ACA02997.000,SAB_568,0,ABA36/ICAQUIMBAYA//SAB259,R3,T91,B12,12,54,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,13.5,13.5,NA,NA,55,NA,NA,NA,NA,NA,494.42,NA,2641.877217,NA,42,12
10799,Pal18A_irr,65,18ACA01382.000,1382,17ACC02219.000,DAA_077,SA  26733-(M)CF2-4C-(CM)C-(M)C,DAB  295 x DAB  525,R3,T300,B12,12,55,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,14.5,14.5,NA,NA,57,NA,NA,NA,NA,NA,439.98,NA,1813.700879,NA,43,12
10798,Pal18A_irr,65,18ACA01381.000,1381,17ACA03121.000,DAB_049,0,SEQ11xNATALSUGAR,R3,T113,B12,12,56,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,15.1,15.1,NA,NA,31,NA,NA,NA,NA,NA,489.88,NA,2491.345328,NA,44,12
10797,Pal18A_irr,65,18ACA01380.000,1380,17ACA02897.000,DAB_065,0,AFR298xCAL143,R3,T81,B12,12,57,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,14.8,14.8,NA,NA,53,NA,NA,NA,NA,NA,403.7,NA,1942.588306,NA,45,12
10796,Pal18A_irr,65,18ACA01379.000,1379,17ACA02941.000,LPA_610,0,SAB626x(PVA773xBRB25)x(PVA773xUSA63),R3,T87,B12,12,58,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2,14.2,NA,NA,56,NA,NA,NA,NA,NA,299.37,NA,NA,NA,46,12
10795,Pal18A_irr,65,18ACA01378.000,1378,15ACC06135.000,DAA_197,SA26908-6CF2-(CM)C-1C-(CM)C,(DAB  295 x DAB  528) x (DAB  528 x DAB  302),R3,T361,B12,12,59,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,14.8,14.8,NA,NA,56,NA,NA,NA,NA,NA,435.45,NA,4074.326744,NA,47,12
10794,Pal18A_irr,65,18ACA01377.000,1377,17ACC01529.000,DAA_093,SA  26732-(M)CF2-7C-(CM)C-(M)C,DAB  295 x DAB  494,R3,T299,B12,12,60,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,12.7,12.7,NA,NA,55,NA,NA,NA,NA,NA,648.64,NA,2798.391349,NA,48,12
10042,Pal18A_irr,65,18ACA00625.000,625,17ACC01791.000,NUA_184,0,0,R1,T341,B13,13,1,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,15,15,2,NA,31,NA,NA,6,NA,NA,362.87,NA,2438.823953,NA,1,13
10043,Pal18A_irr,65,18ACA00626.000,626,15ACC06083.000,DAA_183,SA26923-7CF2-(CM)C-4C-(CM)C,(DAB  295 x DAB  302) x (DAB  494 x DAB  525),R1,T347,B13,13,2,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5.09,13.7,6,NA,12,NA,NA,2,NA,NA,58.97,NA,NA,NA,2,13
10044,Pal18A_irr,65,18ACA00627.000,627,17ACC01619.000,DAN_038,NA  26683-5C F2-(CM)C-6C-(CM)C-(M)C,(NUA537 x MAZ26) x DAB525,R1,T272,B13,13,3,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,14.9,14.9,0,NA,49,NA,NA,NA,NA,NA,498.95,NA,2047.166662,NA,3,13
10045,Pal18A_irr,65,18ACA00628.000,628,17ACC01985.000,DAB_295,NA,NA,R1,T254,B13,13,4,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,14.5,14.5,7,NA,50,NA,NA,NA,NA,NA,449.06,NA,4464.49186,NA,4,13
10046,Pal18A_irr,65,18ACA00629.000,629,17ACC01687.000,DAA_073,SA  26727-(M)CF2-14C-(CM)C-(M)C,DAB   74 x DAB  302,R1,T291,B13,13,5,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,13.8,13.8,6,NA,46,NA,NA,NA,NA,NA,657.71,NA,2801.768122,NA,5,13
10047,Pal18A_irr,65,18ACA00630.000,630,15ACC05992.000,DAA_194,SA26908-15CF2-(CM)C-2C-(CM)C,(DAB  295 x DAB  528) x (DAB  528 x DAB  302),R1,T358,B13,13,6,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.15,13.7,6,NA,14,NA,NA,NA,NA,NA,31.75,NA,NA,NA,6,13
10048,Pal18A_irr,65,18ACA00631.000,631,17ACA02653.000,DAB_549,0,(KATB1xSAB618)X(SAB620xSAB631),R1,T46,B13,13,7,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,15.1,13.7,2,NA,42,NA,NA,NA,NA,NA,231.33,NA,2075.45765,NA,7,13
10049,Pal18A_irr,65,18ACA00632.000,632,17ACA02613.000,DAB_398,0,(CAL143xSAB620)XSAB626,R1,T39,B13,13,8,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,14.7,14.7,2,NA,43,NA,NA,6,NA,NA,240.4,NA,NA,NA,8,13
10050,Pal18A_irr,65,18ACA00633.000,633,17ACC02099.000,DAN_064,NA  26676-5C F2-(CM)C-1C-(CM)C-(M)C,(NUA103 x MAZ26) x DAB395,R1,T251,B14,13,9,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,15,15,6,NA,51,NA,NA,NA,NA,NA,385.55,NA,1408.290571,NA,9,13
10051,Pal18A_irr,65,18ACA00634.000,634,17ACC01983.000,DAN_063,NA  26682-26C F2-(CM)C-3C-(CM)C-(M)C,(NUA537 x MAZ21) x DAB441,R1,T267,B14,13,10,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,12.8,12.8,0,NA,50,NA,NA,NA,NA,NA,294.83,NA,1954.633238,NA,10,13
10052,Pal18A_irr,65,18ACA00635.000,635,17ACC01745.000,DAA_076,SA  26739-(M)CF2-1C-(CM)C-(M)C,DAB  494 x DAB  317,R1,T304,B14,13,11,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,15.1,15.1,6,NA,47,NA,NA,2,NA,NA,621.42,NA,2317.559395,NA,11,13
10053,Pal18A_irr,65,18ACA00636.000,636,17ACA03061.000,SEQ_1004,0,PVA1272xAFR274,R1,T100,B14,13,12,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15.2,15.2,5,NA,44,NA,NA,7,NA,NA,294.83,NA,3294.782388,NA,12,13
10054,Pal18A_irr,65,18ACA00637.000,637,17ACA03837.000,DAB_295,0,0,R1,T383,B14,13,13,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,14.7,14.7,6,NA,55,NA,NA,2,NA,NA,349.27,NA,2804.409895,NA,13,13
10055,Pal18A_irr,65,18ACA00638.000,638,17ACA02437.000,ACC_004,0,((RMA71xRMC65)x(RMX2xBRB266))xAFR298,R1,T13,B14,13,14,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,12.9,12.9,6,NA,53,NA,NA,NA,NA,NA,548.85,NA,2779.350872,NA,14,13
10056,Pal18A_irr,65,18ACA00639.000,639,17ACA02993.000,SAB_560,0,0,R1,T194,B14,13,15,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,13.7,13.7,6,NA,40,NA,NA,NA,NA,NA,367.41,NA,2161.295954,NA,15,13
10057,Pal18A_irr,65,18ACA00640.000,640,17ACA03501.000,LPA_778,0,(SUG47XBRB25)X(SUG47XUSA63)XCMB106,R1,T142,B14,13,16,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,13.8,13.8,2,NA,53,NA,NA,6,NA,NA,249.48,NA,1328.444738,NA,16,13
10425,Pal18A_irr,65,18ACA01008.000,1008,17ACC01915.000,DAN_049,NA  26677-10C F2-(CM)C-3C-(CM)C-(M)C,(NUA103 x MAZ32) x DAB441,R2,T252,B13,13,23,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,13,13,NA,NA,47,NA,NA,NA,NA,NA,421.84,NA,2901.866791,NA,17,13
10424,Pal18A_irr,65,18ACA01007.000,1007,17ACC01593.000,DAA_048,AS  17540-1C F2-(CM)C-1C-(CM)C-(M)C,(SAB  659xSAA   17) X (SAP    1-15xDAB  528),R2,T209,B13,13,24,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,12.9,12.9,NA,NA,58,NA,NA,NA,NA,NA,521.63,NA,1871.069625,NA,18,13
10423,Pal18A_irr,65,18ACA01006.000,1006,17ACC01531.000,DAN_041,NA  26675-2C F2-(CM)C-6C-(CM)C-(M)C,(NUA103 x MAZ21) x DAB261,R2,T250,B13,13,25,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,15.2,15.2,NA,NA,45,NA,NA,NA,NA,NA,544.31,NA,2027.589912,NA,19,13
10422,Pal18A_irr,65,18ACA01005.000,1005,17ACA03121.000,DAB_049,0,SEQ11xNATALSUGAR,R2,T113,B13,13,26,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,14.7,14.7,NA,NA,31,NA,NA,NA,NA,NA,648.64,NA,2878.191138,NA,20,13
10421,Pal18A_irr,65,18ACA01004.000,1004,17ACA02877.000,DAB_629,0,SAB560xRMC57,R2,T79,B13,13,27,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,14.8,13.7,NA,NA,50,NA,NA,NA,NA,NA,204.12,NA,NA,NA,21,13
10420,Pal18A_irr,65,18ACA01003.000,1003,17ACC01687.000,DAA_073,SA  26727-(M)CF2-14C-(CM)C-(M)C,DAB   74 x DAB  302,R2,T291,B13,13,28,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,14.9,14.9,NA,NA,46,NA,NA,NA,NA,NA,498.95,NA,2707.543005,NA,22,13
10419,Pal18A_irr,65,18ACA01002.000,1002,17ACC01971.000,DAN_048,NA  26684-47C F2-(CM)C-1C-(CM)C-(M)C,(NUA537 x MAZ32) x DAB261,R2,T273,B13,13,29,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,13.8,13.7,NA,NA,45,NA,NA,NA,NA,NA,208.65,NA,1975.974806,NA,23,13
10418,Pal18A_irr,65,18ACA01001.000,1001,17ACA02973.000,SAB_626,0,(COS16xICAQUIMBAYA)F1xSAB258,R2,T89,B13,13,30,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,15.1,15.1,NA,NA,54,NA,NA,NA,NA,NA,694,NA,3327.741528,NA,24,13
10417,Pal18A_irr,65,18ACA01000.000,1000,17ACC01953.000,NDZ_001,NA  26691-12C F2-(CM)C-4C-(CM)C-(M)C,(NUA357 x MAZ21) x (NUA432 x (NUA240 x (DAB74 x SAB712))),R2,T275,B14,13,31,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,13.4,13.4,NA,NA,41,NA,NA,NA,NA,NA,322.05,NA,2756.523314,NA,25,13
10416,Pal18A_irr,65,18ACA00999.000,999,17ACA02333.000,DAB_903,0,SAB645xKATB9,R2,T5,B14,13,32,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,13.6,13.6,NA,NA,53,NA,NA,NA,NA,NA,526.17,NA,2723.180042,NA,26,13
10415,Pal18A_irr,65,18ACA00998.000,998,17ACC01723.000,DAN_040,NA  26682-4C F2-(CM)C-1C-(CM)C-(M)C,(NUA537 x MAZ21) x DAB441,R2,T268,B14,13,33,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,14.5,14.5,NA,NA,57,NA,NA,NA,NA,NA,653.17,NA,2567.286628,NA,27,13
10414,Pal18A_irr,65,18ACA00997.000,997,17ACA02385.000,ACC_023,0,AFR298x(RMA68xRMX19),R2,T10,B14,13,34,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,14.2,14.2,NA,NA,51,NA,NA,NA,NA,NA,562.45,NA,2271.288953,NA,28,13
10413,Pal18A_irr,65,18ACA00996.000,996,17ACC01889.000,DAA_085,SA  26732-(M)CF2-12C-(CM)C-(M)C,DAB  295 x DAB  494,R2,T297,B14,13,35,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,13.6,13.6,NA,NA,54,NA,NA,NA,NA,NA,458.13,NA,1819.635868,NA,29,13
10412,Pal18A_irr,65,18ACA00995.000,995,17ACC01849.000,DAA_075,SA  26739-(M)CF2-2C-(CM)C-(M)C,DAB  494 x DAB  317,R2,T305,B14,13,36,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,12.8,12.8,NA,NA,50,NA,NA,NA,NA,NA,557.92,NA,2345.605808,NA,30,13
10411,Pal18A_irr,65,18ACA00994.000,994,17ACC01545.000,DAA_079,SA  26741-(M)CF2-3C-(CM)C-(M)C,DAB  528 x DAB  317,R2,T308,B14,13,37,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,13.5,13.5,NA,NA,51,NA,NA,NA,NA,NA,498.95,NA,1984.061587,NA,31,13
10410,Pal18A_irr,65,18ACA00993.000,993,17ACA02741.000,DAB_579,0,BRB211xRMC57,R2,T58,B14,13,38,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,14,14,NA,NA,62,NA,NA,NA,NA,NA,458.13,NA,2512.325806,NA,32,13
10810,Pal18A_irr,65,18ACA01393.000,1393,17ACC01639.000,DAN_042,NA  26693-35C F2-(CM)C-1C-(CM)C-(M)C,(NUA357 x MAZ32) x (NUA432 x (NUA381 x (DAB147 x SAB659))),R3,T285,B13,13,45,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,12.3,12.3,NA,NA,51,NA,NA,NA,NA,NA,362.87,NA,1367.55026,NA,33,13
10811,Pal18A_irr,65,18ACA01394.000,1394,17ACA03161.000,SAA_015,0,0,R3,T120,B13,13,46,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,11.8,11.8,NA,NA,51,NA,NA,NA,NA,NA,408.23,NA,3389.258372,NA,34,13
10812,Pal18A_irr,65,18ACA01395.000,1395,17ACA02773.000,DAB_585,0,SEQ1004xBRB266,R3,T62,B13,13,47,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,9.97,9.97,NA,NA,52,NA,NA,NA,NA,NA,367.41,NA,2109.244858,NA,35,13
10813,Pal18A_irr,65,18ACA01396.000,1396,17ACC02011.000,DOR_500,0,0,R3,T337,B13,13,48,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,14.1,14.1,NA,NA,15,NA,NA,NA,NA,NA,458.13,NA,1809.105568,NA,36,13
10814,Pal18A_irr,65,18ACA01397.000,1397,17ACC01519.000,DAA_064,AS  17573-1C F2-(CM)C-7C-(CM)C-(M)C,DAB  489 X (SAB  659xSAA   17),R3,T239,B13,13,49,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,11.8,11.8,NA,NA,45,NA,NA,NA,NA,NA,485.34,NA,1880.410326,NA,37,13
10815,Pal18A_irr,65,18ACA01398.000,1398,17ACA03633.000,DAA_126,NA26679-36CF2-(CM)C-5C-(CM)C-(M)C,(NUA357xMAZ21)xDAB525,R3,T164,B13,13,50,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,10.9,10.9,NA,NA,53,NA,NA,NA,NA,NA,426.38,NA,2888.362191,NA,38,13
10816,Pal18A_irr,65,18ACA01399.000,1399,15ACC06037.000,DAA_218,SA26933-21CF2-(CM)C-3C-(CM)C,DAB  903 x (DAB  494 x DAB  317),R3,T380,B13,13,51,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,11.5,11.5,NA,NA,54,NA,NA,NA,NA,NA,480.81,NA,4427.041891,NA,39,13
10817,Pal18A_irr,65,18ACA01400.000,1400,17ACA02841.000,DAB_622,0,SAB560xRMC57,R3,T73,B13,13,52,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,10.9,10.9,NA,NA,50,NA,NA,NA,NA,NA,449.06,NA,NA,NA,40,13
10818,Pal18A_irr,65,18ACA01401.000,1401,17ACA03533.000,DAA_148,SZ17572-3CF2-(CM)C-10C-(CM)C-(M)C,(SAB659xMAZ21)XDAB489,R3,T149,B14,13,53,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,11.1,11.1,NA,NA,50,NA,NA,NA,NA,NA,312.98,NA,3055.598669,NA,41,13
10819,Pal18A_irr,65,18ACA01402.000,1402,17ACA03125.000,DAB_052,0,SEQ11xPAN127,R3,T114,B14,13,54,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,10.7,10.7,NA,NA,29,NA,NA,NA,NA,NA,580.6,NA,3660.335797,NA,42,13
10820,Pal18A_irr,65,18ACA01403.000,1403,17ACA02505.000,DAB_925,0,SAB725xKATB1,R3,T23,B14,13,55,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,10.4,10.4,NA,NA,54,NA,NA,NA,NA,NA,399.16,NA,3073.81452,NA,43,13
10821,Pal18A_irr,65,18ACA01404.000,1404,17ACA02321.000,DAB_915,0,SAB645xKATB9,R3,T3,B14,13,56,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,13.8,13.8,NA,NA,59,NA,NA,NA,NA,NA,439.98,NA,2342.829549,NA,44,13
10822,Pal18A_irr,65,18ACA01405.000,1405,17ACC02035.000,DAA_025,AS  17542-1C F2-(CM)C-5C-(CM)C-(M)C,(SAB  659xSAA   20) X (SAP    1-16xDAB  555),R3,T222,B14,13,57,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,13.6,13.6,NA,NA,53,NA,NA,NA,NA,NA,653.17,NA,2373.518298,NA,45,13
10823,Pal18A_irr,65,18ACA01406.000,1406,17ACA03177.000,SAP_001-16,0,0,R3,T124,B14,13,58,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,13.5,13.5,NA,NA,47,NA,NA,NA,NA,NA,267.62,NA,NA,NA,46,13
10824,Pal18A_irr,65,18ACA01407.000,1407,17ACA03341.000,DAN_029,0,0,R3,T136,B14,13,59,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,14.7,14.7,NA,NA,58,NA,NA,NA,NA,NA,603.28,NA,3390.760961,NA,47,13
10825,Pal18A_irr,65,18ACA01408.000,1408,17ACC01917.000,DAA_132,SA  26339-(M)Z  F2-4C-(CM)C-9C-(CM)C-(CM)C,DAB74 x DAB395,R3,T328,B14,13,60,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,12.7,12.7,NA,NA,62,NA,NA,NA,NA,NA,544.31,NA,2291.010978,NA,48,13
10073,Pal18A_irr,65,18ACA00656.000,656,17ACA02773.000,DAB_585,0,SEQ1004xBRB266,R1,T62,B13,14,1,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,5.86,13.7,6,NA,37,NA,NA,NA,NA,NA,68.04,NA,NA,NA,1,14
10072,Pal18A_irr,65,18ACA00655.000,655,17ACC01719.000,DAA_038,AS  17541-16C F2-(CM)C-2C-(CM)C-(M)C,(SAB  659xSAA   20) X (SAP    1-15xDAB  528),R1,T216,B13,14,2,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,14.2,14.2,6,NA,42,NA,NA,2,NA,NA,285.76,NA,1468.673488,NA,2,14
10071,Pal18A_irr,65,18ACA00654.000,654,17ACC02149.000,DAA_149,SZ  17572-3C F2-(CM)C-2C-(CM)C-(M)C,(SAB  659xMAZ   21) X DAB  489,R1,T320,B13,14,3,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,13.1,13.1,6,NA,37,NA,NA,NA,NA,NA,322.05,NA,1202.640205,NA,3,14
10070,Pal18A_irr,65,18ACA00653.000,653,17ACC01927.000,DAA_036,AS  17573-6C F2-(CM)C-7C-(CM)C-(M)C,DAB  489 X (SAB  659xSAA   17),R1,T245,B13,14,4,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,12.8,12.8,6,NA,48,NA,NA,NA,NA,NA,362.87,NA,1454.620032,NA,4,14
10069,Pal18A_irr,65,18ACA00652.000,652,17ACA03689.000,DAA_016,SA26726-(M)CF2-9C-(CM)C-(M)C,DAB74xDAB295,R1,T174,B13,14,5,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,13.3,13.3,6,NA,46,NA,NA,2,NA,NA,498.95,NA,3053.996699,NA,5,14
10068,Pal18A_irr,65,18ACA00651.000,651,17ACC01971.000,DAN_048,NA  26684-47C F2-(CM)C-1C-(CM)C-(M)C,(NUA537 x MAZ32) x DAB261,R1,T273,B13,14,6,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,14.8,14.8,6,NA,46,NA,NA,2,NA,NA,358.34,NA,1547.464687,NA,6,14
10067,Pal18A_irr,65,18ACA00650.000,650,17ACA03605.000,DAA_059,AS17541-17CF2-(CM)C-2C-(CM)C-(M)C,(SAB659xSAA20)X(SAP1-15xDAB528),R1,T160,B13,14,7,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,12.9,12.9,6,NA,38,NA,NA,2,NA,NA,294.83,NA,2207.051471,NA,7,14
10066,Pal18A_irr,65,18ACA00649.000,649,15ACC06038.000,DAA_192,SA26906-17CF2-(CM)C-2C-(CM)C,(DAB  295 x DAB  525) x (DAB  494 x DAB  317),R1,T356,B13,14,8,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,15.3,13.7,6,NA,52,NA,NA,2,NA,NA,222.26,NA,NA,NA,8,14
10065,Pal18A_irr,65,18ACA00648.000,648,17ACA02565.000,DAB_344,0,(G23222xSAB630)X(SAB623xSAB627),R1,T31,B14,14,9,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,13.1,13.1,2,NA,53,NA,NA,6,NA,NA,312.98,NA,NA,NA,9,14
10064,Pal18A_irr,65,18ACA00647.000,647,17ACC01993.000,DAA_043,AS  17570-2C F2-(CM)C-5C-(CM)C-(M)C,(SAP    1-15xSAB  659) X DAB  441,R1,T231,B14,14,10,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,13.8,13.8,2,NA,52,NA,NA,6,NA,NA,476.27,NA,1932.242685,NA,10,14
10063,Pal18A_irr,65,18ACA00646.000,646,17ACC01637.000,DAA_133,SA  26384-(M)Z  F2-5C-(CM)C-4C-(CM)C-(CM)C,BRB198 x DAB197,R1,T329,B14,14,11,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,15.4,13.7,2,NA,44,NA,NA,6,NA,NA,199.58,NA,1890.079328,NA,11,14
10062,Pal18A_irr,65,18ACA00645.000,645,17ACC01895.000,DAN_050,NA  26679-31C F2-(CM)C-1C-(CM)C-(M)C,(NUA357 x MAZ21) x DAB525,R1,T257,B14,14,12,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,14.3,14.3,6,NA,47,NA,NA,NA,NA,NA,471.74,NA,1858.512726,NA,12,14
