id,dataset,population_id,unique_identifier,plot,previous_generation,line,genealogy,pedigree,rep,treatment,block,row,col,trial,env,ADAPT,DF,DPM,FeSEED,FLCOL,GH,MEHA,MT2H,PHI,PLHA,POM,POM_corrected,PSC,seed_weight_PHI,SW100,SCP,SDBR,SSC,SSZ,total_weight_PHI,TSW,YDHA,YDHPL,ZnSEED,col_f,row_f
10733,Pal18A_irr,65,18ACA01316.000,1316,17ACA02821.000,DAB_593,0,SAB560xRMC57,R3,T69,B8,8,57,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,13.7,13.7,NA,NA,47,NA,NA,NA,NA,NA,358.34,NA,2910.966855,NA,45,8
10732,Pal18A_irr,65,18ACA01315.000,1315,17ACC01525.000,DAA_057,AS  17541-8C F2-(CM)C-1C-(CM)C-(M)C,(SAB  659xSAA   20) X (SAP    1-15xDAB  528),R3,T221,B8,8,58,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,15.1,15.1,NA,NA,53,NA,NA,NA,NA,NA,494.42,NA,2127.59805,NA,46,8
10731,Pal18A_irr,65,18ACA01314.000,1314,17ACC01635.000,DAA_023,AS  17573-4C F2-(CM)C-3C-(CM)C-(M)C,DAB  489 X (SAB  659xSAA   17),R3,T241,B8,8,59,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,15.1,15.1,NA,NA,53,NA,NA,NA,NA,NA,467.2,NA,1960.202791,NA,47,8
10730,Pal18A_irr,65,18ACA01313.000,1313,17ACC01695.000,DAA_102,SA  26735-(M)CF2-2C-(CM)C-(M)C,DAB  494 x DAB  525,R3,T301,B8,8,60,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,14.9,14.9,NA,NA,56,NA,NA,NA,NA,NA,480.81,NA,2186.008256,NA,48,8
9978,Pal18A_irr,65,18ACA00561.000,561,17ACA03829.000,SEN_056,0,0,R1,T195,B9,9,1,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,15.1,15.1,8,NA,24,NA,NA,NA,NA,NA,362.87,NA,1845.420264,NA,1,9
9979,Pal18A_irr,65,18ACA00562.000,562,17ACA03549.000,DAN_043,NA26682-26CF2-(CM)C-7C-(CM)C-(M)C,(NUA537xMAZ21)xDAB441,R1,T152,B9,9,2,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,13.6,13.7,6,NA,56,NA,NA,NA,NA,NA,172.36,NA,1728.315732,NA,2,9
9980,Pal18A_irr,65,18ACA00563.000,563,17ACA03121.000,DAB_049,0,SEQ11xNATALSUGAR,R1,T113,B9,9,3,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,14.8,14.8,7,NA,30,NA,NA,2,NA,NA,498.95,NA,2211.3806,NA,3,9
9981,Pal18A_irr,65,18ACA00564.000,564,15ACC06129.000,DAA_198,SA26908-15CF2-(CM)C-4C-(CM)C,(DAB  295 x DAB  528) x (DAB  528 x DAB  302),R1,T362,B9,9,4,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,13.7,13.7,6,NA,56,NA,NA,2,NA,NA,303.91,NA,3240.307856,NA,4,9
9982,Pal18A_irr,65,18ACA00565.000,565,17ACA03161.000,SAA_015,0,0,R1,T120,B9,9,5,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,12.6,13.7,1,NA,45,NA,NA,NA,NA,NA,172.36,NA,NA,NA,5,9
9983,Pal18A_irr,65,18ACA00566.000,566,17ACA03077.000,RED_CANADIAN_WONDER,0,0,R1,T104,B9,9,6,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,14.7,14.7,6,NA,33,NA,NA,NA,NA,NA,453.59,NA,2637.333035,NA,6,9
9984,Pal18A_irr,65,18ACA00567.000,567,17ACC01609.000,DAA_087,SA  26740-(M)CF2-18C-(CM)C-(M)C,DAB  525 x DAB  317,R1,T306,B9,9,7,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,15.3,15.3,6,NA,54,NA,NA,NA,NA,NA,367.41,NA,1464.655756,NA,7,9
9985,Pal18A_irr,65,18ACA00568.000,568,17ACA03321.000,DAA_007,0,DAB105xSAB621,R1,T133,B9,9,8,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,15,15,6,NA,36,NA,NA,NA,NA,NA,331.12,NA,1986.995017,NA,8,9
9986,Pal18A_irr,65,18ACA00569.000,569,17ACC02019.000,DAA_030,AS  17570-5C F2-(CM)C-2C-(CM)C-(M)C,(SAP    1-15xSAB  659) X DAB  441,R1,T234,B10,9,9,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,13.3,13.3,2,NA,60,NA,NA,6,NA,NA,526.17,NA,2147.070772,NA,9,9
9987,Pal18A_irr,65,18ACA00570.000,570,17ACA03493.000,LPA_777,0,SEQ1006X(SUG47XUSA63)X(PVA773XSEA5),R1,T141,B10,9,10,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,13.6,13.6,6,NA,52,NA,NA,2,NA,NA,462.66,NA,1975.450605,NA,10,9
9988,Pal18A_irr,65,18ACA00571.000,571,17ACC01865.000,DAA_022,AS  17543-10C F2-(CM)C-6C-(CM)C-(M)C,(DAB  555xSAA   17) X (SAP    1-15xSAB  659),R1,T226,B10,9,11,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,15.6,15.6,1,NA,70,NA,NA,NA,NA,NA,598.74,NA,2561.336172,NA,11,9
9989,Pal18A_irr,65,18ACA00572.000,572,NA,AFR_298,0,0,R1,T384,B10,9,12,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,13,13,6,NA,55,NA,NA,NA,NA,NA,390.09,NA,2236.213605,NA,12,9
9990,Pal18A_irr,65,18ACA00573.000,573,17ACC01909.000,DAA_031,AS  17573-15C F2-(CM)C-5C-(CM)C-(M)C,DAB  489 X (SAB  659xSAA   17),R1,T236,B10,9,13,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,14.3,14.3,6,NA,49,NA,NA,NA,NA,NA,476.27,NA,1792.965796,NA,13,9
9991,Pal18A_irr,65,18ACA00574.000,574,17ACA02521.000,KAT_B1,0,0,R1,T25,B10,9,14,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,15.3,15.3,3,NA,43,NA,NA,NA,NA,NA,303.91,NA,3180.232624,NA,14,9
9992,Pal18A_irr,65,18ACA00575.000,575,17ACA03705.000,DAA_094,SA26733-(M)CF2-6C-(CM)C-(M)C,DAB295xDAB525,R1,T178,B10,9,15,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,12.7,12.7,6,NA,62,NA,NA,NA,NA,NA,444.52,NA,2645.197001,NA,15,9
9993,Pal18A_irr,65,18ACA00576.000,576,17ACA03653.000,DAA_015,AS17570-1CF2-(CM)C-2C-(CM)C-(M)C,(SAP1-15xSAB659)XDAB441,R1,T166,B10,9,16,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,14.3,14.3,2,NA,54,NA,NA,6,NA,NA,489.88,NA,2861.692751,NA,16,9
10489,Pal18A_irr,65,18ACA01072.000,1072,17ACA02685.000,DAB_568,0,SUG47xRAA30,R2,T51,B9,9,23,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,13,13,NA,NA,49,NA,NA,NA,NA,NA,498.95,NA,2258.099908,NA,17,9
10488,Pal18A_irr,65,18ACA01071.000,1071,15ACC05985.000,DAA_179,SA26899-6CF2-(CM)C-2C-(CM)C,(DAB   74 x DAB  494) x (DAB  525 x DAB  302),R2,T343,B9,9,24,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,13.1,13.7,NA,NA,37,NA,NA,NA,NA,NA,167.83,NA,NA,NA,18,9
10487,Pal18A_irr,65,18ACA01070.000,1070,17ACA02757.000,DAB_610,0,BRB268xRMX19,R2,T60,B9,9,25,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,12.6,12.6,NA,NA,51,NA,NA,NA,NA,NA,399.16,NA,2873.410504,NA,19,9
10486,Pal18A_irr,65,18ACA01069.000,1069,17ACC01927.000,DAA_036,AS  17573-6C F2-(CM)C-7C-(CM)C-(M)C,DAB  489 X (SAB  659xSAA   17),R2,T245,B9,9,26,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,15.3,15.3,NA,NA,54,NA,NA,NA,NA,NA,480.81,NA,2118.477108,NA,20,9
10485,Pal18A_irr,65,18ACA01068.000,1068,17ACC01829.000,DAA_017,AS  17540-9C F2-(CM)C-6C-(CM)C-(M)C,(SAB  659xSAA   17) X (SAP    1-15xDAB  528),R2,T212,B9,9,27,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,13,13,NA,NA,45,NA,NA,NA,NA,NA,367.41,NA,1662.788831,NA,21,9
10484,Pal18A_irr,65,18ACA01067.000,1067,17ACC01647.000,DAA_108,.  24602 -5 F2 -(CM)W-(CM)W-(CM)W-2 Z-(CM)Z-(M)Z,AFR298x(AFR298xG23823E),R2,T202,B9,9,28,trial1,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,15.5,15.5,NA,NA,55,NA,NA,NA,NA,NA,412.77,NA,2089.302696,NA,22,9
